ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2017,2017,0,Total,39282,7423,"Census Tract 206.01, Cook County, IL",206.01,Cook County,IL,14000US17031020601,17031020601
2017,2017,0,Total,50048,5194,"Census Tract 206.02, Cook County, IL",206.02,Cook County,IL,14000US17031020602,17031020602
2017,2017,0,Total,28813,6471,"Census Tract 6914, Cook County, IL",6914,Cook County,IL,14000US17031691400,17031691400
2017,2017,0,Total,76635,35407,"Census Tract 207.01, Cook County, IL",207.01,Cook County,IL,14000US17031020701,17031020701
2017,2017,0,Total,35714,4670,"Census Tract 8436, Cook County, IL",8436,Cook County,IL,14000US17031843600,17031843600
2017,2017,0,Total,44990,14526,"Census Tract 207.02, Cook County, IL",207.02,Cook County,IL,14000US17031020702,17031020702
2017,2017,0,Total,33281,10191,"Census Tract 7103, Cook County, IL",7103,Cook County,IL,14000US17031710300,17031710300
2017,2017,0,Total,50230,9073,"Census Tract 208.01, Cook County, IL",208.01,Cook County,IL,14000US17031020801,17031020801
2017,2017,0,Total,40658,22254,"Census Tract 6913, Cook County, IL",6913,Cook County,IL,14000US17031691300,17031691300
2017,2017,0,Total,47207,7266,"Census Tract 208.02, Cook County, IL",208.02,Cook County,IL,14000US17031020802,17031020802
2017,2017,0,Total,29405,7435,"Census Tract 6912, Cook County, IL",6912,Cook County,IL,14000US17031691200,17031691200
2017,2017,0,Total,42942,4108,"Census Tract 209.01, Cook County, IL",209.01,Cook County,IL,14000US17031020901,17031020901
2017,2017,0,Total,25714,10393,"Census Tract 8435, Cook County, IL",8435,Cook County,IL,14000US17031843500,17031843500
2017,2017,0,Total,36660,4324,"Census Tract 209.02, Cook County, IL",209.02,Cook County,IL,14000US17031020902,17031020902
2017,2017,0,Total,19125,6524,"Census Tract 6911, Cook County, IL",6911,Cook County,IL,14000US17031691100,17031691100
2017,2017,0,Total,43167,12614,"Census Tract 301.01, Cook County, IL",301.01,Cook County,IL,14000US17031030101,17031030101
2017,2017,0,Total,43750,3982,"Census Tract 301.02, Cook County, IL",301.02,Cook County,IL,14000US17031030102,17031030102
2017,2017,0,Total,49297,17574,"Census Tract 6910, Cook County, IL",6910,Cook County,IL,14000US17031691000,17031691000
2017,2017,0,Total,49233,9637,"Census Tract 301.03, Cook County, IL",301.03,Cook County,IL,14000US17031030103,17031030103
2017,2017,0,Total,26607,6969,"Census Tract 8434, Cook County, IL",8434,Cook County,IL,14000US17031843400,17031843400
2017,2017,0,Total,38871,4682,"Census Tract 301.04, Cook County, IL",301.04,Cook County,IL,14000US17031030104,17031030104
2017,2017,0,Total,35581,5119,"Census Tract 7104, Cook County, IL",7104,Cook County,IL,14000US17031710400,17031710400
2017,2017,0,Total,64089,12931,"Census Tract 302, Cook County, IL",302,Cook County,IL,14000US17031030200,17031030200
2017,2017,0,Total,30071,10159,"Census Tract 6909, Cook County, IL",6909,Cook County,IL,14000US17031690900,17031690900
2017,2017,0,Total,37868,4931,"Census Tract 303, Cook County, IL",303,Cook County,IL,14000US17031030300,17031030300
2017,2017,0,Total,31923,13206,"Census Tract 6905, Cook County, IL",6905,Cook County,IL,14000US17031690500,17031690500
2017,2017,0,Total,45850,8259,"Census Tract 304, Cook County, IL",304,Cook County,IL,14000US17031030400,17031030400
2017,2017,0,Total,47829,17047,"Census Tract 8433, Cook County, IL",8433,Cook County,IL,14000US17031843300,17031843300
2017,2017,0,Total,79587,10178,"Census Tract 305, Cook County, IL",305,Cook County,IL,14000US17031030500,17031030500
2017,2017,0,Total,22078,6742,"Census Tract 6904, Cook County, IL",6904,Cook County,IL,14000US17031690400,17031690400
2017,2017,0,Total,39015,4059,"Census Tract 306.01, Cook County, IL",306.01,Cook County,IL,14000US17031030601,17031030601
2017,2017,0,Total,29088,5437,"Census Tract 306.03, Cook County, IL",306.03,Cook County,IL,14000US17031030603,17031030603
2017,2017,0,Total,19904,11962,"Census Tract 6903, Cook County, IL",6903,Cook County,IL,14000US17031690300,17031690300
2017,2017,0,Total,30486,8314,"Census Tract 306.04, Cook County, IL",306.04,Cook County,IL,14000US17031030604,17031030604
2017,2017,0,Total,46387,2259,"Census Tract 8432, Cook County, IL",8432,Cook County,IL,14000US17031843200,17031843200
2017,2017,0,Total,36467,6437,"Census Tract 307.01, Cook County, IL",307.01,Cook County,IL,14000US17031030701,17031030701
2017,2017,0,Total,30793,7453,"Census Tract 7105, Cook County, IL",7105,Cook County,IL,14000US17031710500,17031710500
2017,2017,0,Total,73967,16855,"Census Tract 307.02, Cook County, IL",307.02,Cook County,IL,14000US17031030702,17031030702
2017,2017,0,Total,30357,10094,"Census Tract 6814, Cook County, IL",6814,Cook County,IL,14000US17031681400,17031681400
2017,2017,0,Total,40670,8898,"Census Tract 307.03, Cook County, IL",307.03,Cook County,IL,14000US17031030703,17031030703
2017,2017,0,Total,25735,7382,"Census Tract 6813, Cook County, IL",6813,Cook County,IL,14000US17031681300,17031681300
2017,2017,0,Total,41331,9425,"Census Tract 307.06, Cook County, IL",307.06,Cook County,IL,14000US17031030706,17031030706
2017,2017,0,Total,27292,12270,"Census Tract 8431, Cook County, IL",8431,Cook County,IL,14000US17031843100,17031843100
2017,2017,0,Total,72296,15744,"Census Tract 308, Cook County, IL",308,Cook County,IL,14000US17031030800,17031030800
2017,2017,0,Total,23302,4296,"Census Tract 6812, Cook County, IL",6812,Cook County,IL,14000US17031681200,17031681200
2017,2017,0,Total,88000,17550,"Census Tract 309, Cook County, IL",309,Cook County,IL,14000US17031030900,17031030900
2017,2017,0,Total,72964,12648,"Census Tract 310, Cook County, IL",310,Cook County,IL,14000US17031031000,17031031000
2017,2017,0,Total,15806,6674,"Census Tract 6811, Cook County, IL",6811,Cook County,IL,14000US17031681100,17031681100
2017,2017,0,Total,65462,16675,"Census Tract 311, Cook County, IL",311,Cook County,IL,14000US17031031100,17031031100
2017,2017,0,Total,18036,5594,"Census Tract 8430, Cook County, IL",8430,Cook County,IL,14000US17031843000,17031843000
2017,2017,0,Total,35295,10711,"Census Tract 312, Cook County, IL",312,Cook County,IL,14000US17031031200,17031031200
2017,2017,0,Total,26696,9975,"Census Tract 7106, Cook County, IL",7106,Cook County,IL,14000US17031710600,17031710600
2017,2017,0,Total,42690,7131,"Census Tract 313, Cook County, IL",313,Cook County,IL,14000US17031031300,17031031300
2017,2017,0,Total,15201,2510,"Census Tract 6810, Cook County, IL",6810,Cook County,IL,14000US17031681000,17031681000
2017,2017,0,Total,68899,12860,"Census Tract 314, Cook County, IL",314,Cook County,IL,14000US17031031400,17031031400
2017,2017,0,Total,15612,4502,"Census Tract 6809, Cook County, IL",6809,Cook County,IL,14000US17031680900,17031680900
2017,2017,0,Total,26915,4286,"Census Tract 315.01, Cook County, IL",315.01,Cook County,IL,14000US17031031501,17031031501
2017,2017,0,Total,21325,3702,"Census Tract 8429, Cook County, IL",8429,Cook County,IL,14000US17031842900,17031842900
2017,2017,0,Total,24304,4796,"Census Tract 315.02, Cook County, IL",315.02,Cook County,IL,14000US17031031502,17031031502
2017,2017,0,Total,24464,5899,"Census Tract 6806, Cook County, IL",6806,Cook County,IL,14000US17031680600,17031680600
2017,2017,0,Total,44555,12220,"Census Tract 317, Cook County, IL",317,Cook County,IL,14000US17031031700,17031031700
2017,2017,0,Total,69167,10089,"Census Tract 318, Cook County, IL",318,Cook County,IL,14000US17031031800,17031031800
2017,2017,0,Total,23354,3328,"Census Tract 6805, Cook County, IL",6805,Cook County,IL,14000US17031680500,17031680500
2017,2017,0,Total,61211,6343,"Census Tract 319, Cook County, IL",319,Cook County,IL,14000US17031031900,17031031900
2017,2017,0,Total,32236,7605,"Census Tract 8428, Cook County, IL",8428,Cook County,IL,14000US17031842800,17031842800
2017,2017,0,Total,52335,7407,"Census Tract 321, Cook County, IL",321,Cook County,IL,14000US17031032100,17031032100
2017,2017,0,Total,23026,7279,"Census Tract 7107, Cook County, IL",7107,Cook County,IL,14000US17031710700,17031710700
2017,2017,0,Total,79688,9701,"Census Tract 401, Cook County, IL",401,Cook County,IL,14000US17031040100,17031040100
2017,2017,0,Total,39191,6483,"Census Tract 6720, Cook County, IL",6720,Cook County,IL,14000US17031672000,17031672000
2017,2017,0,Total,68082,6749,"Census Tract 402.01, Cook County, IL",402.01,Cook County,IL,14000US17031040201,17031040201
2017,2017,0,Total,48095,8468,"Census Tract 6719, Cook County, IL",6719,Cook County,IL,14000US17031671900,17031671900
2017,2017,0,Total,39601,8044,"Census Tract 402.02, Cook County, IL",402.02,Cook County,IL,14000US17031040202,17031040202
2017,2017,0,Total,58315,7446,"Census Tract 8426, Cook County, IL",8426,Cook County,IL,14000US17031842600,17031842600
2017,2017,0,Total,96369,16657,"Census Tract 403, Cook County, IL",403,Cook County,IL,14000US17031040300,17031040300
2017,2017,0,Total,35962,16217,"Census Tract 6718, Cook County, IL",6718,Cook County,IL,14000US17031671800,17031671800
2017,2017,0,Total,90243,12120,"Census Tract 404.01, Cook County, IL",404.01,Cook County,IL,14000US17031040401,17031040401
2017,2017,0,Total,23203,9180,"Census Tract 6716, Cook County, IL",6716,Cook County,IL,14000US17031671600,17031671600
2017,2017,0,Total,81496,23849,"Census Tract 404.02, Cook County, IL",404.02,Cook County,IL,14000US17031040402,17031040402
2017,2017,0,Total,85745,5424,"Census Tract 406, Cook County, IL",406,Cook County,IL,14000US17031040600,17031040600
2017,2017,0,Total,10471,3626,"Census Tract 8425, Cook County, IL",8425,Cook County,IL,14000US17031842500,17031842500
2017,2017,0,Total,27367,11384,"Census Tract 7108, Cook County, IL",7108,Cook County,IL,14000US17031710800,17031710800
2017,2017,0,Total,76750,13092,"Census Tract 407, Cook County, IL",407,Cook County,IL,14000US17031040700,17031040700
2017,2017,0,Total,28403,4215,"Census Tract 6715, Cook County, IL",6715,Cook County,IL,14000US17031671500,17031671500
2017,2017,0,Total,74688,9831,"Census Tract 408, Cook County, IL",408,Cook County,IL,14000US17031040800,17031040800
2017,2017,0,Total,24306,4399,"Census Tract 6714, Cook County, IL",6714,Cook County,IL,14000US17031671400,17031671400
2017,2017,0,Total,76607,17373,"Census Tract 409, Cook County, IL",409,Cook County,IL,14000US17031040900,17031040900
2017,2017,0,Total,95750,15161,"Census Tract 501, Cook County, IL",501,Cook County,IL,14000US17031050100,17031050100
2017,2017,0,Total,39161,5868,"Census Tract 8424, Cook County, IL",8424,Cook County,IL,14000US17031842400,17031842400
2017,2017,0,Total,31429,9855,"Census Tract 6713, Cook County, IL",6713,Cook County,IL,14000US17031671300,17031671300
2017,2017,0,Total,74375,18773,"Census Tract 502, Cook County, IL",502,Cook County,IL,14000US17031050200,17031050200
2017,2017,0,Total,79183,9723,"Census Tract 503, Cook County, IL",503,Cook County,IL,14000US17031050300,17031050300
2017,2017,0,Total,20909,5865,"Census Tract 6712, Cook County, IL",6712,Cook County,IL,14000US17031671200,17031671200
2017,2017,0,Total,121591,31405,"Census Tract 505, Cook County, IL",505,Cook County,IL,14000US17031050500,17031050500
2017,2017,0,Total,104955,23709,"Census Tract 506, Cook County, IL",506,Cook County,IL,14000US17031050600,17031050600
2017,2017,0,Total,123750,29156,"Census Tract 8423, Cook County, IL",8423,Cook County,IL,14000US17031842300,17031842300
2017,2017,0,Total,23929,6404,"Census Tract 7109, Cook County, IL",7109,Cook County,IL,14000US17031710900,17031710900
2017,2017,0,Total,128676,17966,"Census Tract 507, Cook County, IL",507,Cook County,IL,14000US17031050700,17031050700
2017,2017,0,Total,30577,9456,"Census Tract 6711, Cook County, IL",6711,Cook County,IL,14000US17031671100,17031671100
2017,2017,0,Total,111190,11511,"Census Tract 508, Cook County, IL",508,Cook County,IL,14000US17031050800,17031050800
2017,2017,0,Total,35592,17340,"Census Tract 6709, Cook County, IL",6709,Cook County,IL,14000US17031670900,17031670900
2017,2017,0,Total,87625,15675,"Census Tract 509, Cook County, IL",509,Cook County,IL,14000US17031050900,17031050900
2017,2017,0,Total,106310,17669,"Census Tract 510, Cook County, IL",510,Cook County,IL,14000US17031051000,17031051000
2017,2017,0,Total,92227,16504,"Census Tract 8422, Cook County, IL",8422,Cook County,IL,14000US17031842200,17031842200
2017,2017,0,Total,22083,5696,"Census Tract 6708, Cook County, IL",6708,Cook County,IL,14000US17031670800,17031670800
2017,2017,0,Total,124583,29183,"Census Tract 511, Cook County, IL",511,Cook County,IL,14000US17031051100,17031051100
2017,2017,0,Total,120865,22488,"Census Tract 512, Cook County, IL",512,Cook County,IL,14000US17031051200,17031051200
2017,2017,0,Total,36058,8726,"Census Tract 6707, Cook County, IL",6707,Cook County,IL,14000US17031670700,17031670700
2017,2017,0,Total,149271,26389,"Census Tract 513, Cook County, IL",513,Cook County,IL,14000US17031051300,17031051300
2017,2017,0,Total,100795,9544,"Census Tract 514, Cook County, IL",514,Cook County,IL,14000US17031051400,17031051400
2017,2017,0,Total,33945,8000,"Census Tract 8421, Cook County, IL",8421,Cook County,IL,14000US17031842100,17031842100
2017,2017,0,Total,33664,4372,"Census Tract 7110, Cook County, IL",7110,Cook County,IL,14000US17031711000,17031711000
2017,2017,0,Total,91298,13912,"Census Tract 601, Cook County, IL",601,Cook County,IL,14000US17031060100,17031060100
2017,2017,0,Total,14848,10372,"Census Tract 6706, Cook County, IL",6706,Cook County,IL,14000US17031670600,17031670600
2017,2017,0,Total,69650,21797,"Census Tract 602, Cook County, IL",602,Cook County,IL,14000US17031060200,17031060200
2017,2017,0,Total,26087,3553,"Census Tract 6705, Cook County, IL",6705,Cook County,IL,14000US17031670500,17031670500
2017,2017,0,Total,114412,27136,"Census Tract 603, Cook County, IL",603,Cook County,IL,14000US17031060300,17031060300
2017,2017,0,Total,123984,15438,"Census Tract 604, Cook County, IL",604,Cook County,IL,14000US17031060400,17031060400
2017,2017,0,Total,85057,14634,"Census Tract 8420, Cook County, IL",8420,Cook County,IL,14000US17031842000,17031842000
2017,2017,0,Total,26289,5398,"Census Tract 6704, Cook County, IL",6704,Cook County,IL,14000US17031670400,17031670400
2017,2017,0,Total,41818,9462,"Census Tract 605, Cook County, IL",605,Cook County,IL,14000US17031060500,17031060500
2017,2017,0,Total,85132,9715,"Census Tract 608, Cook County, IL",608,Cook County,IL,14000US17031060800,17031060800
2017,2017,0,Total,21230,2127,"Census Tract 6703, Cook County, IL",6703,Cook County,IL,14000US17031670300,17031670300
2017,2017,0,Total,57305,5480,"Census Tract 609, Cook County, IL",609,Cook County,IL,14000US17031060900,17031060900
2017,2017,0,Total,108625,15151,"Census Tract 610, Cook County, IL",610,Cook County,IL,14000US17031061000,17031061000
2017,2017,0,Total,113882,9016,"Census Tract 8419, Cook County, IL",8419,Cook County,IL,14000US17031841900,17031841900
2017,2017,0,Total,37377,8318,"Census Tract 7111, Cook County, IL",7111,Cook County,IL,14000US17031711100,17031711100
2017,2017,0,Total,107250,7859,"Census Tract 611, Cook County, IL",611,Cook County,IL,14000US17031061100,17031061100
2017,2017,0,Total,22625,7144,"Census Tract 6702, Cook County, IL",6702,Cook County,IL,14000US17031670200,17031670200
2017,2017,0,Total,106823,14880,"Census Tract 612, Cook County, IL",612,Cook County,IL,14000US17031061200,17031061200
2017,2017,0,Total,35000,14615,"Census Tract 6701, Cook County, IL",6701,Cook County,IL,14000US17031670100,17031670100
2017,2017,0,Total,117656,11416,"Census Tract 615, Cook County, IL",615,Cook County,IL,14000US17031061500,17031061500
2017,2017,0,Total,65469,9045,"Census Tract 618, Cook County, IL",618,Cook County,IL,14000US17031061800,17031061800
2017,2017,0,Total,36250,10636,"Census Tract 8418, Cook County, IL",8418,Cook County,IL,14000US17031841800,17031841800
2017,2017,0,Total,46050,8169,"Census Tract 6611, Cook County, IL",6611,Cook County,IL,14000US17031661100,17031661100
2017,2017,0,Total,58375,14812,"Census Tract 619.01, Cook County, IL",619.01,Cook County,IL,14000US17031061901,17031061901
2017,2017,0,Total,63897,9223,"Census Tract 619.02, Cook County, IL",619.02,Cook County,IL,14000US17031061902,17031061902
2017,2017,0,Total,32374,4117,"Census Tract 6610, Cook County, IL",6610,Cook County,IL,14000US17031661000,17031661000
2017,2017,0,Total,74250,13853,"Census Tract 620, Cook County, IL",620,Cook County,IL,14000US17031062000,17031062000
2017,2017,0,Total,91375,23335,"Census Tract 621, Cook County, IL",621,Cook County,IL,14000US17031062100,17031062100
2017,2017,0,Total,19630,7857,"Census Tract 8417, Cook County, IL",8417,Cook County,IL,14000US17031841700,17031841700
2017,2017,0,Total,42667,14530,"Census Tract 7112, Cook County, IL",7112,Cook County,IL,14000US17031711200,17031711200
2017,2017,0,Total,108313,16965,"Census Tract 622, Cook County, IL",622,Cook County,IL,14000US17031062200,17031062200
2017,2017,0,Total,29125,6616,"Census Tract 6609, Cook County, IL",6609,Cook County,IL,14000US17031660900,17031660900
2017,2017,0,Total,136250,21235,"Census Tract 623, Cook County, IL",623,Cook County,IL,14000US17031062300,17031062300
2017,2017,0,Total,37690,5069,"Census Tract 6608, Cook County, IL",6608,Cook County,IL,14000US17031660800,17031660800
2017,2017,0,Total,138977,22707,"Census Tract 624, Cook County, IL",624,Cook County,IL,14000US17031062400,17031062400
2017,2017,0,Total,128438,32652,"Census Tract 625, Cook County, IL",625,Cook County,IL,14000US17031062500,17031062500
2017,2017,0,Total,21767,4389,"Census Tract 8416, Cook County, IL",8416,Cook County,IL,14000US17031841600,17031841600
2017,2017,0,Total,27344,12277,"Census Tract 6607, Cook County, IL",6607,Cook County,IL,14000US17031660700,17031660700
2017,2017,0,Total,144211,22537,"Census Tract 626, Cook County, IL",626,Cook County,IL,14000US17031062600,17031062600
2017,2017,0,Total,135096,26183,"Census Tract 627, Cook County, IL",627,Cook County,IL,14000US17031062700,17031062700
2017,2017,0,Total,27426,3428,"Census Tract 6606, Cook County, IL",6606,Cook County,IL,14000US17031660600,17031660600
2017,2017,0,Total,140972,20467,"Census Tract 628, Cook County, IL",628,Cook County,IL,14000US17031062800,17031062800
2017,2017,0,Total,116250,25798,"Census Tract 629, Cook County, IL",629,Cook County,IL,14000US17031062900,17031062900
2017,2017,0,Total,24858,4137,"Census Tract 8415, Cook County, IL",8415,Cook County,IL,14000US17031841500,17031841500
2017,2017,0,Total,36307,10305,"Census Tract 7113, Cook County, IL",7113,Cook County,IL,14000US17031711300,17031711300
2017,2017,0,Total,95625,5204,"Census Tract 630, Cook County, IL",630,Cook County,IL,14000US17031063000,17031063000
2017,2017,0,Total,40000,6483,"Census Tract 6605, Cook County, IL",6605,Cook County,IL,14000US17031660500,17031660500
2017,2017,0,Total,92933,6729,"Census Tract 631, Cook County, IL",631,Cook County,IL,14000US17031063100,17031063100
